# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 16 12:01:31 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
712,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.61220000,0.00018000,-0.00018000,0,2457066.219400,0.001500,-0.001500,0,,,,,0.04360,0.00240,-0.00240,0,1.230,0.250,-0.250,0,0.26,0.05,-0.05,0,14.594,,0,11.240,0.016,0
713,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,1,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,4.61228000,0.00017000,-0.00017000,0,2457066.218000,0.001000,-0.001000,0,20.050000,,,0,0.04700,0.00300,-0.00300,0,2.350,0.220,-0.220,0,,,,,14.594,,0,11.240,0.016,0
714,EPIC 210754505,EPIC 210754505.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,4,0,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87077500,0.00022300,-0.00022300,0,2457077.079170,0.000540,-0.000570,0,4.300000,1.900000,-1.400000,0,0.04140,0.00400,-0.00300,0,3.970,0.470,-0.470,0,0.88,0.05,-0.05,0,13.185,,0,10.907,0.018,0
715,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87052967,,,0,2457062.285276,,,0,,,,,,,,,,,,,,,,,13.185,,0,10.907,0.018,0
716,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87067300,0.00001700,-0.00001700,0,2457065.763280,0.000730,-0.000730,0,,,,,0.11000,0.11000,-0.11000,0,21.000,20.000,-20.000,0,1.74,0.13,-0.13,0,13.185,,0,10.907,0.018,0
717,EPIC 210769880,EPIC 210769880.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h10m07.91s,62.532948,+19d24m40.2s,19.411154,1.43689647,,,0,2457062.606967,,,0,,,,,,,,,,,,,,,,,11.036,,0,7.790,0.016,0
718,EPIC 210775710,EPIC 210775710.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,1,03h37m05.82s,54.274246,+19d29m58.6s,19.499622,59.84856600,0.00018400,-0.00018300,0,2457064.697280,0.000133,-0.000133,0,114.695231,4.183429,-6.700725,0,0.10082,0.00186,-0.00107,0,10.814,1.157,-0.566,0,0.98,0.10,-0.05,0,11.827,,0,10.208,0.018,0
719,EPIC 210789323,EPIC 210789323.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,4,1,03h41m48.87s,55.453629,+19d42m21.9s,19.706083,29.12555000,0.00034000,-0.00034000,0,2457073.720920,0.000320,-0.000320,0,,,,,0.50000,0.14000,-0.14000,0,205.000,67.000,-67.000,0,3.90,2.70,-2.70,0,13.501,,0,11.077,0.019,0
720,EPIC 210827030,EPIC 210827030.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,4,1,04h07m03.25s,61.763554,+20d16m50.9s,20.280796,0.51110000,,,0,2457063.518630,,,0,,,,,,,,,,,,,,,,,13.812,,0,10.556,0.018,0
721,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,1.09602600,0.00006500,-0.00006500,0,2457066.006600,0.002300,-0.002300,0,,,,,0.01760,0.00140,-0.00140,0,0.615,0.080,-0.080,0,0.32,0.03,-0.03,0,13.307,,0,10.106,0.018,0
722,EPIC 210838726,EPIC 210838726.01,K2-89 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,1,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,1.09598000,0.00006000,-0.00006000,0,2457066.008000,0.002000,-0.002000,0,7.350000,,,0,0.02000,0.00100,-0.00100,0,1.080,0.090,-0.080,0,,,,,13.307,,0,10.106,0.018,0
723,EPIC 210843708,EPIC 210843708.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h51m09.36s,57.789013,+20d32m06.3s,20.535080,0.70416550,,,0,2457062.025169,,,0,,,,,,,,,,,,,,,,,12.783,,0,10.065,0.018,0
724,EPIC 210848071,EPIC 210848071.01,BD+20 594 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,41.68864400,0.00335300,-0.00341900,0,2457068.528770,0.002801,-0.002798,0,54.721028,5.823183,-12.995528,0,0.02259,0.00185,-0.00094,0,2.355,0.310,-0.167,0,0.96,0.10,-0.05,0,11.040,,0,9.368,0.018,0
725,EPIC 210857328,EPIC 210857328.01,K2-177 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,14.15518500,0.00315000,-0.00296500,0,2457070.080220,0.007105,-0.006863,0,10.638946,1.605395,-3.421961,0,0.01599,0.00180,-0.00089,0,2.116,0.283,-0.159,0,1.21,0.09,-0.06,0,12.584,,0,10.593,0.020,0
726,EPIC 210877025,EPIC 210877025.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h46m33.89s,56.641224,+21d02m03.5s,21.034302,18.03895153,,,0,2457071.519871,,,0,,,,,,,,,,,,,,,,,12.761,,0,10.718,0.016,0
727,EPIC 210894022,EPIC 210894022.01,K2-111 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,5.35140300,0.00059800,-0.00061200,0,2457067.969090,0.004638,-0.004531,0,10.356434,1.754965,-3.665210,0,0.01215,0.00126,-0.00073,0,1.223,0.196,-0.124,0,0.92,0.11,-0.08,0,12.300,,0,9.377,0.021,0
728,EPIC 210894022,EPIC 210894022.01,K2-111 b,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,5.35161000,0.00063000,-0.00063000,0,2457067.966600,0.004700,-0.004700,0,,,,,0.01660,0.00380,-0.00380,0,2.090,0.520,-0.520,0,1.17,0.11,-0.11,0,12.300,,0,9.377,0.021,0
729,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h00m12.26s,60.051086,+21d26m51.1s,21.447540,2.41040731,,,0,2457063.425344,,,0,,,,,,,,,,,,,,,,,12.050,,0,10.574,0.021,0
730,EPIC 210903662,EPIC 210903662.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,04h00m12.26s,60.051086,+21d26m51.1s,21.447540,2.41027100,0.00001500,-0.00001500,0,2457065.838830,0.000240,-0.000240,0,,,,,0.10100,0.01900,-0.01900,0,17.300,5.400,-5.400,0,1.51,0.37,-0.37,0,12.050,,0,10.574,0.021,0
731,EPIC 210925707,EPIC 210925707.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h48m28.93s,57.120544,+21d47m50.9s,21.797461,1.68658840,,,0,2457062.238260,,,0,,,,,,,,,,,,,,,,,9.519,,0,7.925,0.021,0
732,EPIC 210954046,EPIC 210954046.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,FALSE POSITIVE,,4,1,04h03m36.90s,60.903767,+22d14m57.0s,22.249157,0.95035600,0.00017700,-0.00017700,0,2457128.330240,0.001110,-0.001130,0,2.900000,1.300000,-0.800000,0,0.06770,0.00800,-0.00600,0,6.940,1.080,-1.080,0,0.94,0.10,-0.10,0,12.438,,0,,,
733,EPIC 210957318,EPIC 210957318.01,K2-30 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09850600,0.00002200,-0.00002200,0,2457067.905360,0.000190,-0.000190,0,,,,,0.12330,0.00190,-0.00190,0,12.300,4.500,-4.500,0,0.92,0.33,-0.33,0,13.171,,0,11.088,0.020,0
734,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09803132,,,0,2457063.809934,,,0,,,,,,,,,,,,,,,,,13.171,,0,11.088,0.020,0
735,EPIC 210957318,EPIC 210957318.01,K2-30 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,4.09849200,0.00002700,-0.00002800,0,2457067.905600,0.000244,-0.000246,0,11.709642,0.592542,-0.504025,0,0.12755,0.00282,-0.00344,0,12.652,0.806,-0.532,0,0.91,0.05,-0.03,0,13.171,,0,11.088,0.020,0
736,EPIC 210958990,EPIC 210958990.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,1,04h11m00.96s,62.754017,+22d19m31.2s,22.325340,1.70230100,0.00001800,-0.00001800,0,2457065.782900,0.004200,-0.004200,0,,,,,0.13690,0.00110,-0.00110,0,19.100,4.200,-4.200,0,1.28,0.28,-0.28,0,12.613,,0,10.709,0.021,0
737,EPIC 210961508,EPIC 210961508.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,,4,1,03h59m40.83s,59.920105,+22d21m57.5s,22.365984,0.34993500,0.00004200,-0.00004200,0,2457087.652510,0.000430,-0.000410,0,3.400000,0.500000,-1.000000,0,0.02630,0.00300,-0.00100,0,2.180,0.250,-0.250,0,0.76,0.04,-0.04,0,13.558,,0,10.320,0.021,0
738,EPIC 210965800,EPIC 210965800.01,K2-178 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h31m33.33s,52.888882,+22d26m05.5s,22.434870,8.74781800,0.00036300,-0.00035800,0,2457070.336560,0.001474,-0.001526,0,18.513049,1.902674,-4.425770,0,0.03676,0.00106,-0.00093,0,3.558,0.204,-0.138,0,0.89,0.04,-0.03,0,12.134,,0,10.292,0.017,0
739,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,2.90032000,0.00038000,-0.00038000,0,2457066.744300,0.004600,-0.004600,0,,,,,0.01880,0.00210,-0.00210,0,1.020,0.180,-0.180,0,0.49,0.07,-0.07,0,13.723,,0,10.360,0.020,0
740,EPIC 210968143,EPIC 210968143.02,K2-90 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,2.90070000,0.00034000,-0.00032000,0,2457066.740000,0.004000,-0.004000,0,12.020000,,,0,0.01900,0.00200,-0.00100,0,1.310,0.130,-0.120,0,,,,,13.723,,0,10.360,0.020,0
741,EPIC 210968143,EPIC 210968143.01,K2-90 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.71468745,,,0,2457064.957466,,,0,,,,,,,,,,,,,,,,,13.723,,0,10.360,0.020,0
742,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.73110000,0.00140000,-0.00140000,0,2457078.664800,0.002500,-0.002500,0,,,,,0.03720,0.00300,-0.00300,0,2.040,0.330,-0.330,0,0.49,0.07,-0.07,0,13.723,,0,10.360,0.020,0
743,EPIC 210968143,EPIC 210968143.01,K2-90 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,1,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,13.73490000,0.00079000,-0.00081000,0,2457078.659000,0.001000,-0.001000,0,33.900000,,,0,0.03700,0.00100,-0.00100,0,2.530,0.150,-0.130,0,,,,,13.723,,0,10.360,0.020,0
744,EPIC 211009047,EPIC 211009047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,04h04m21.49s,61.089561,+23d07m04.2s,23.117842,1.31982263,,,0,2457062.306729,,,0,,,,,,,,,,,,,,,,,12.540,,0,9.720,0.018,0
745,EPIC 211048999,EPIC 211048999.01,K2-179 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17219100,0.00020100,-0.00020200,0,2457066.580300,0.001373,-0.001520,0,20.135239,2.299436,-5.059730,0,0.02999,0.00177,-0.00126,0,2.513,0.164,-0.121,0,0.77,0.02,-0.02,0,12.659,,0,10.555,0.019,0
746,EPIC 211048999,EPIC 211048999.01,K2-179 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,5.17110937,,,0,2457066.587598,,,0,,,,,,,,,,,,,,,,,12.659,,0,10.555,0.019,0
747,EPIC 211077024,EPIC 211077024.01,K2-91 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41954900,0.00007100,-0.00007100,0,2457065.431900,0.001900,-0.001900,0,,,,,0.03520,0.00250,-0.00250,0,1.100,0.180,-0.180,0,0.28,0.04,-0.04,0,14.464,,0,10.571,0.021,0
748,EPIC 211077024,EPIC 211077024.01,K2-91 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41929871,,,0,2457063.873746,,,0,,,,,,,,,,,,,,,,,14.464,,0,10.571,0.021,0
749,EPIC 211077024,EPIC 211077024.01,K2-91 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,1,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,1.41960000,0.00006000,-0.00006000,0,2457065.430000,0.002000,-0.002000,0,11.190000,,,0,0.03500,0.00100,-0.00100,0,1.220,0.120,-0.120,0,,,,,14.464,,0,10.571,0.021,0
750,EPIC 211082420,EPIC 211082420.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,4,1,03h47m29.45s,56.872723,+24d17m18.0s,24.288343,2.46160000,,,0,2457065.380000,,,0,,,,,,,,,,,,,,,,,8.364,,0,6.607,0.024,0
751,EPIC 211089792,EPIC 211089792.01,K2-29 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25876800,0.00001400,-0.00001400,0,2457067.690600,0.001500,-0.001500,0,,,,,0.12290,0.00110,-0.00110,0,11.420,0.420,-0.420,0,0.85,0.03,-0.03,0,12.914,,0,10.062,0.034,0
752,EPIC 211089792,EPIC 211089792.01,K2-29 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25919930,,,0,2457064.426799,,,0,,,,,,,,,,,,,,,,,12.914,,0,10.062,0.034,0
753,EPIC 211089792,EPIC 211089792.01,K2-29 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,3.25882400,0.00000900,-0.00000900,0,2457064.431510,0.000102,-0.000102,0,10.987566,0.608944,-0.408997,0,0.12890,0.00352,-0.00351,0,12.056,0.649,-0.471,0,0.86,0.04,-0.02,0,12.914,,0,10.062,0.034,0
754,EPIC 211093684,EPIC 211093684.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,4,1,03h49m42.28s,57.426151,+24d27m46.8s,24.463003,7.05020000,,,0,2457057.679120,,,0,,,,,,,,,,,,,,,,,11.884,,0,9.783,0.017,0
755,EPIC 211106187,EPIC 211106187.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,1,03h56m18.98s,59.079082,+24d39m39.2s,24.660879,14.64307100,0.00130200,-0.00143100,0,2457072.274540,0.003038,-0.002793,0,54.976200,15.267613,-30.287850,0,0.04593,0.02550,-0.00451,0,66.050,43.415,-14.824,0,13.18,4.64,-2.66,0,13.124,,0,11.023,0.018,0
756,EPIC 211147528,EPIC 211147528.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,03h58m35.32s,59.647171,+25d23m18.9s,25.388590,2.34945500,0.00009200,-0.00009200,0,2457065.408700,0.001500,-0.001500,0,,,,,0.08070,0.00510,-0.00510,0,15.800,4.600,-4.600,0,1.81,0.51,-0.51,0,11.832,,0,10.619,0.021,0
757,EPIC 211147528,EPIC 211147528.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,1,03h58m35.32s,59.647171,+25d23m18.9s,25.388590,2.34951500,0.00008000,-0.00007700,0,2457065.408190,0.001238,-0.001333,0,6.352441,1.585782,-1.120882,0,0.09054,0.00667,-0.00780,0,53.427,6.235,-10.962,0,5.41,0.49,-1.01,0,11.832,,0,10.619,0.021,0
758,EPIC 211147528,EPIC 211147528.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,0,03h58m35.32s,59.647171,+25d23m18.9s,25.388590,2.34951024,,,0,2457063.059087,,,0,,,,,,,,,,,,,,,,,11.832,,0,10.619,0.021,0
759,EPIC 211152484,EPIC 211152484.01,K2-92 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,Planet refuted by Cabrera et al. 2017,4,1,04h00m16.78s,60.069897,+25d28m48.0s,25.480000,0.70181800,0.00007100,-0.00007100,0,2457065.580700,0.002700,-0.002700,0,,,,,0.01680,0.00130,-0.00130,0,2.560,0.300,-0.300,0,1.38,0.12,-0.12,0,12.136,,0,10.237,0.018,0
760,EPIC 211169300,EPIC 211169300.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h53m57.83s,58.490967,+25d47m50.4s,25.797325,16.43831081,,,0,2457067.806935,,,0,,,,,,,,,,,,,,,,,12.491,,0,10.917,0.022,0
761,EPIC 211305568,EPIC 211305568.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,1,08h52m29.36s,133.122330,+09d57m45.8s,9.962734,11.55059000,0.00121000,-0.00109000,0,2457169.344000,0.002000,-0.002000,0,37.160000,,,0,0.04100,0.55300,-0.00400,0,1.980,26.910,-0.230,0,,,,,13.849,,0,10.608,0.028,0
762,EPIC 211305568,EPIC 211305568.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,1,08h52m29.36s,133.122330,+09d57m45.8s,9.962734,0.19785000,0.00001000,-0.00001000,0,2457176.970000,0.001000,-0.002000,0,2.510000,,,0,0.01500,0.00200,-0.00100,0,0.720,0.100,-0.080,0,,,,,13.849,,0,10.608,0.028,0
763,EPIC 211308899,EPIC 211308899.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h53m18.01s,133.325027,+10d01m47.0s,10.029715,6.42300000,,,0,2457143.316000,,,0,,,,,0.01987,,,0,,,,,,,,,14.346,,0,12.385,0.024,0
